date,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,temp,humidity,wind_speed,aqi_pm25,aqi_pm10,aqi,month,day,day_of_week,pm2_5_lag_1d,pm2_5_lag_2d,aqi_lag_1d
2025-04-19,52.3,209.78,9.87,10.98,314.21,105.5,29.95,60.12,13.9,142.0,128.0,142.0,4.0,19.0,5.0,17.25,14.72,62.0
2025-04-20,51.39,183.68,14.8,11.75,454.0,99.62,31.24,40.33,11.63,140.0,115.0,140.0,4.0,20.0,6.0,52.3,17.25,142.0
2025-04-21,45.1,135.11,18.12,15.55,471.92,100.92,30.25,44.54,9.97,125.0,91.0,125.0,4.0,21.0,0.0,51.39,52.3,140.0
2025-04-22,34.65,89.42,19.95,16.17,532.83,97.08,29.33,59.29,7.88,98.0,68.0,98.0,4.0,22.0,1.0,45.1,51.39,125.0
2025-04-23,28.83,81.21,17.13,12.28,440.04,88.29,28.96,66.38,9.4,86.0,64.0,86.0,4.0,23.0,2.0,34.65,45.1,98.0
2025-04-24,20.9,44.6,14.53,11.08,383.58,96.0,29.08,69.5,11.52,70.0,41.0,70.0,4.0,24.0,3.0,28.83,34.65,86.0
2025-04-25,22.5,54.17,14.72,11.48,405.21,86.33,28.86,75.71,9.3,73.0,51.0,73.0,4.0,25.0,4.0,20.9,28.83,70.0
2025-04-26,25.85,69.32,18.1,12.7,369.71,96.17,31.1,56.42,11.62,80.0,58.0,80.0,4.0,26.0,5.0,22.5,20.9,73.0
2025-04-27,28.21,71.26,18.66,11.76,409.04,79.54,30.38,62.62,10.41,85.0,59.0,85.0,4.0,27.0,6.0,25.85,22.5,80.0
2025-04-28,22.23,47.9,15.36,10.28,367.83,83.0,30.94,59.79,11.93,72.0,44.0,72.0,4.0,28.0,0.0,28.21,25.85,85.0
2025-04-29,13.51,20.4,12.87,8.76,322.33,90.46,31.59,51.67,14.72,54.0,19.0,54.0,4.0,29.0,1.0,22.23,28.21,72.0
2025-04-30,14.65,24.42,11.11,8.87,294.75,82.08,31.03,56.79,14.7,56.0,23.0,56.0,4.0,30.0,2.0,13.51,22.23,54.0
2025-05-01,15.68,25.24,10.01,9.07,282.08,81.79,30.18,65.17,14.7,59.0,23.0,59.0,5.0,1.0,3.0,14.65,13.51,56.0
2025-05-02,16.5,27.35,10.4,9.57,271.17,77.54,29.94,70.67,14.61,60.0,25.0,60.0,5.0,2.0,4.0,15.68,14.65,59.0
2025-05-03,17.33,31.31,14.92,11.85,305.08,80.96,30.09,71.42,12.28,62.0,29.0,62.0,5.0,3.0,5.0,16.5,15.68,60.0
2025-05-04,18.74,30.88,14.06,11.1,351.46,82.46,30.0,71.0,11.28,65.0,29.0,65.0,5.0,4.0,6.0,17.33,16.5,62.0
2025-05-05,25.97,69.09,17.51,14.52,525.5,84.38,29.73,68.92,7.45,80.0,58.0,80.0,5.0,5.0,0.0,18.74,17.33,65.0
2025-05-06,36.07,93.62,25.56,21.88,492.62,83.17,29.65,74.67,8.59,102.0,70.0,102.0,5.0,6.0,1.0,25.97,18.74,80.0
2025-05-07,21.89,53.84,15.64,21.22,397.12,74.67,29.75,75.75,7.7,72.0,50.0,72.0,5.0,7.0,2.0,36.07,25.97,102.0
2025-05-08,21.32,47.05,19.0,17.21,313.54,53.79,29.59,75.67,7.19,70.0,44.0,70.0,5.0,8.0,3.0,21.89,36.07,72.0
2025-05-09,28.43,70.41,16.47,18.02,341.0,63.17,29.83,72.0,8.28,85.0,59.0,85.0,5.0,9.0,4.0,21.32,21.89,70.0
2025-05-10,29.58,69.45,13.6,16.88,275.83,70.54,30.04,70.17,11.07,88.0,58.0,88.0,5.0,10.0,5.0,28.43,21.32,85.0
2025-05-11,33.91,77.57,10.46,13.25,259.29,77.08,29.7,76.04,12.92,97.0,62.0,97.0,5.0,11.0,6.0,29.58,28.43,88.0
2025-05-12,30.67,75.21,9.25,12.08,240.25,86.67,29.48,76.42,13.78,90.0,61.0,90.0,5.0,12.0,0.0,33.91,29.58,97.0
2025-05-13,19.65,37.44,9.69,12.2,244.75,85.42,29.56,77.0,12.6,67.0,35.0,67.0,5.0,13.0,1.0,30.67,33.91,90.0
2025-05-14,22.5,45.26,12.63,13.3,294.33,83.0,30.46,75.67,10.74,73.0,42.0,73.0,5.0,14.0,2.0,19.65,30.67,67.0
2025-05-15,21.75,44.94,15.57,13.67,314.83,80.67,30.46,75.71,10.35,71.0,42.0,71.0,5.0,15.0,3.0,22.5,19.65,73.0
2025-05-16,19.52,37.32,14.47,12.35,289.0,72.83,30.15,79.29,11.18,67.0,35.0,67.0,5.0,16.0,4.0,21.75,22.5,71.0
2025-05-17,18.41,37.87,12.54,13.1,250.21,66.04,30.14,74.75,11.99,64.0,35.0,64.0,5.0,17.0,5.0,19.52,21.75,67.0
2025-05-18,16.88,33.74,11.81,14.39,256.08,62.08,30.15,73.33,10.22,61.0,31.0,61.0,5.0,18.0,6.0,18.41,19.52,64.0
2025-05-19,18.47,40.05,11.39,13.0,222.62,58.12,30.01,72.62,12.13,64.0,37.0,64.0,5.0,19.0,0.0,16.88,18.41,61.0
2025-05-20,23.05,69.88,8.48,12.09,208.42,62.62,30.38,70.88,13.72,74.0,58.0,74.0,5.0,20.0,1.0,18.47,16.88,64.0
2025-05-21,27.41,105.1,8.91,13.27,218.96,70.21,30.21,72.67,13.98,83.0,76.0,83.0,5.0,21.0,2.0,23.05,18.47,74.0
2025-05-22,22.94,83.22,10.11,12.89,221.79,65.29,29.94,74.71,13.74,74.0,65.0,74.0,5.0,22.0,3.0,27.41,23.05,83.0
2025-05-23,18.75,54.18,10.46,11.43,211.67,64.83,30.2,73.96,14.97,65.0,51.0,65.0,5.0,23.0,4.0,22.94,27.41,74.0
2025-05-24,21.72,57.25,8.74,11.54,209.12,67.71,30.55,72.67,15.45,71.0,52.0,71.0,5.0,24.0,5.0,18.75,22.94,65.0
2025-05-25,27.67,68.56,8.67,11.59,213.08,67.08,30.92,75.0,14.53,84.0,58.0,84.0,5.0,25.0,6.0,21.72,18.75,71.0
2025-05-26,28.4,62.32,10.03,12.16,222.38,67.33,31.25,74.0,14.25,85.0,55.0,85.0,5.0,26.0,0.0,27.67,21.72,84.0
2025-05-27,22.86,47.43,8.29,10.68,211.83,66.54,30.79,74.62,16.01,74.0,44.0,74.0,5.0,27.0,1.0,28.4,27.67,85.0
2025-05-28,26.78,67.38,11.33,12.91,275.08,75.5,30.83,78.5,13.1,82.0,57.0,82.0,5.0,28.0,2.0,22.86,28.4,74.0
2025-05-29,33.96,126.79,12.83,12.76,386.5,94.67,32.32,66.25,11.05,97.0,87.0,97.0,5.0,29.0,3.0,26.78,22.86,82.0
2025-05-30,38.18,149.12,9.08,7.7,256.92,97.96,32.6,58.79,18.04,108.0,98.0,108.0,5.0,30.0,4.0,33.96,26.78,97.0
2025-05-31,35.0,136.88,7.06,8.34,234.42,87.79,31.35,72.71,18.18,99.0,92.0,99.0,5.0,31.0,5.0,38.18,33.96,108.0
2025-06-01,36.33,141.98,9.58,9.35,289.38,83.0,31.92,64.75,15.26,103.0,94.0,103.0,6.0,1.0,6.0,35.0,38.18,99.0
2025-06-02,43.34,188.16,8.98,10.19,253.58,82.92,30.65,75.21,15.55,120.0,117.0,120.0,6.0,2.0,0.0,36.33,35.0,103.0
2025-06-03,29.61,90.02,8.17,9.28,245.88,82.83,29.85,79.04,15.93,88.0,68.0,88.0,6.0,3.0,1.0,43.34,36.33,120.0
2025-06-04,29.2,84.2,8.67,11.15,217.62,77.0,30.1,73.88,15.28,87.0,65.0,87.0,6.0,4.0,2.0,29.61,43.34,88.0
2025-06-05,24.42,72.9,8.99,11.85,211.5,67.17,30.26,69.62,12.72,77.0,60.0,77.0,6.0,5.0,3.0,29.2,29.61,87.0
2025-06-06,25.39,65.81,8.58,11.82,197.25,68.88,30.39,68.0,14.26,79.0,56.0,79.0,6.0,6.0,4.0,24.42,29.2,77.0
2025-06-07,24.31,67.27,7.9,10.4,187.38,70.29,29.94,70.62,16.99,77.0,57.0,77.0,6.0,7.0,5.0,25.39,24.42,79.0
2025-06-08,21.95,53.3,7.71,10.5,194.0,75.75,30.0,70.67,16.47,72.0,49.0,72.0,6.0,8.0,6.0,24.31,25.39,77.0
2025-06-09,22.55,50.15,8.1,10.44,191.08,71.12,30.02,69.58,16.95,73.0,46.0,73.0,6.0,9.0,0.0,21.95,24.31,72.0
2025-06-10,20.77,48.19,7.07,9.78,196.46,71.29,30.35,67.92,17.83,69.0,45.0,69.0,6.0,10.0,1.0,22.55,21.95,73.0
2025-06-11,21.54,48.08,7.54,10.5,199.83,70.04,30.38,71.29,16.64,71.0,45.0,71.0,6.0,11.0,2.0,20.77,22.55,69.0
2025-06-12,17.56,35.6,8.1,10.93,197.12,67.62,30.3,76.46,15.75,62.0,33.0,62.0,6.0,12.0,3.0,21.54,20.77,71.0
2025-06-13,20.16,52.88,10.7,12.42,242.12,71.62,30.75,79.62,13.32,68.0,49.0,68.0,6.0,13.0,4.0,17.56,21.54,62.0
2025-06-14,31.06,105.7,13.82,14.58,308.83,77.12,30.4,82.33,11.1,91.0,76.0,91.0,6.0,14.0,5.0,20.16,17.56,68.0
2025-06-15,34.05,126.36,15.81,14.82,339.33,70.83,30.3,79.79,8.67,97.0,86.0,97.0,6.0,15.0,6.0,31.06,20.16,91.0
2025-06-16,40.55,117.1,27.65,27.73,339.5,74.92,31.85,74.17,7.56,113.0,82.0,113.0,6.0,16.0,0.0,34.05,31.06,97.0
2025-06-17,33.02,100.62,16.29,14.99,289.46,70.88,31.9,74.54,11.1,95.0,74.0,95.0,6.0,17.0,1.0,40.55,34.05,113.0
2025-06-18,22.0,47.86,7.28,10.43,214.46,73.21,30.54,77.33,17.69,72.0,44.0,72.0,6.0,18.0,2.0,33.02,40.55,95.0
2025-06-19,20.36,48.4,6.08,8.15,197.92,65.62,30.31,75.83,21.34,68.0,45.0,68.0,6.0,19.0,3.0,22.0,33.02,72.0
2025-06-20,21.16,50.96,7.51,8.61,224.67,63.33,30.01,81.79,18.63,70.0,47.0,70.0,6.0,20.0,4.0,20.36,22.0,68.0
2025-06-21,20.05,43.6,8.36,9.97,226.25,61.92,30.05,82.92,17.13,68.0,40.0,68.0,6.0,21.0,5.0,21.16,20.36,70.0
2025-06-22,23.13,57.23,10.46,11.76,245.12,64.92,29.92,81.0,14.67,74.0,52.0,74.0,6.0,22.0,6.0,20.05,21.16,68.0
2025-06-23,26.6,64.38,11.01,13.11,241.33,66.0,30.23,79.62,13.35,82.0,56.0,82.0,6.0,23.0,0.0,23.13,20.05,74.0
2025-06-24,30.31,85.3,10.98,14.11,260.92,68.25,30.29,79.29,12.28,89.0,66.0,89.0,6.0,24.0,1.0,26.6,23.13,82.0
2025-06-25,32.25,83.03,16.3,17.13,367.21,66.17,29.96,78.58,9.41,93.0,65.0,93.0,6.0,25.0,2.0,30.31,26.6,89.0
2025-06-26,30.06,96.22,17.1,18.09,409.62,56.25,30.91,77.08,6.82,89.0,71.0,89.0,6.0,26.0,3.0,32.25,30.31,93.0
2025-06-27,34.28,71.84,26.82,20.94,502.04,69.58,29.76,81.96,8.06,98.0,59.0,98.0,6.0,27.0,4.0,30.06,32.25,89.0
2025-06-28,23.02,46.75,16.85,14.38,436.83,79.58,27.97,88.58,11.28,74.0,43.0,74.0,6.0,28.0,5.0,34.28,30.06,98.0
2025-06-29,15.12,26.43,16.44,14.92,332.54,67.67,28.91,84.46,12.1,57.0,24.0,57.0,6.0,29.0,6.0,23.02,34.28,74.0
2025-06-30,24.41,61.58,12.25,11.01,257.33,57.12,29.83,81.54,16.41,77.0,54.0,77.0,6.0,30.0,0.0,15.12,23.02,57.0
2025-07-01,23.42,56.77,10.93,10.82,246.5,53.88,29.85,81.54,14.33,75.0,52.0,75.0,7.0,1.0,1.0,24.41,15.12,77.0
2025-07-02,23.08,68.82,11.52,11.95,250.08,53.46,29.79,81.12,13.57,74.0,58.0,74.0,7.0,2.0,2.0,23.42,24.41,75.0
2025-07-03,27.69,84.24,16.37,16.46,322.25,48.79,29.93,80.38,10.45,84.0,65.0,84.0,7.0,3.0,3.0,23.08,23.42,74.0
2025-07-04,29.06,84.58,16.55,15.9,286.54,50.62,30.39,78.42,9.99,87.0,66.0,87.0,7.0,4.0,4.0,27.69,23.08,84.0
2025-07-05,33.28,93.98,11.2,12.74,242.29,68.17,30.93,75.62,11.79,96.0,70.0,96.0,7.0,5.0,5.0,29.06,27.69,87.0
2025-07-06,27.99,77.71,11.66,12.56,228.54,69.58,30.58,76.25,14.21,84.0,62.0,84.0,7.0,6.0,6.0,33.28,29.06,96.0
2025-07-07,33.83,92.67,19.41,19.6,313.79,60.5,30.41,76.38,8.95,97.0,70.0,97.0,7.0,7.0,0.0,27.99,33.28,84.0
2025-07-08,34.8,100.05,16.55,17.96,312.83,70.5,30.7,74.46,9.21,99.0,73.0,99.0,7.0,8.0,1.0,33.83,27.99,97.0
2025-07-09,32.6,91.85,15.48,15.38,265.25,58.5,30.5,77.58,11.02,94.0,69.0,94.0,7.0,9.0,2.0,34.8,33.83,99.0
2025-07-10,32.38,99.4,16.2,14.89,270.42,53.83,30.21,76.88,10.45,94.0,73.0,94.0,7.0,10.0,3.0,32.6,34.8,94.0
2025-07-11,27.99,76.97,15.39,15.21,259.04,52.5,30.4,75.79,11.07,84.0,62.0,84.0,7.0,11.0,4.0,32.38,32.6,94.0
2025-07-12,25.47,73.87,12.76,12.85,233.08,55.46,30.15,74.33,12.94,79.0,60.0,79.0,7.0,12.0,5.0,27.99,32.38,84.0
2025-07-13,24.62,79.76,9.77,11.3,223.62,60.5,29.92,74.96,15.21,77.0,63.0,77.0,7.0,13.0,6.0,25.47,27.99,79.0
2025-07-14,25.21,85.37,9.04,11.22,220.0,64.67,29.86,77.71,15.63,79.0,66.0,79.0,7.0,14.0,0.0,24.62,25.47,77.0
2025-07-15,29.29,82.06,11.59,13.3,234.17,59.92,29.9,74.17,12.67,87.0,64.0,87.0,7.0,15.0,1.0,25.21,24.62,79.0
2025-07-16,27.86,74.47,11.62,12.48,242.88,56.38,29.85,73.0,11.73,84.0,61.0,84.0,7.0,16.0,2.0,29.29,25.21,87.0
2025-07-17,28.16,76.38,11.32,13.84,254.88,54.92,29.68,76.0,12.02,85.0,62.0,85.0,7.0,17.0,3.0,27.86,29.29,84.0
2025-07-18,26.01,68.88,10.56,14.49,248.54,56.12,30.38,69.25,10.88,80.0,58.0,80.0,7.0,18.0,4.0,28.16,27.86,85.0
2025-07-19,25.04,66.15,8.57,12.65,206.92,56.83,30.2,73.38,15.42,78.0,57.0,78.0,7.0,19.0,5.0,26.01,28.16,80.0
2025-07-20,25.32,65.23,10.9,13.91,250.62,50.92,29.72,76.04,13.23,79.0,56.0,79.0,7.0,20.0,6.0,25.04,26.01,78.0
2025-07-21,28.56,67.71,13.32,14.48,264.42,54.33,29.98,76.42,11.6,86.0,57.0,86.0,7.0,21.0,0.0,25.32,25.04,79.0
2025-07-22,27.45,66.3,10.64,11.88,232.04,56.5,30.17,74.67,13.55,83.0,57.0,83.0,7.0,22.0,1.0,28.56,25.32,86.0
2025-07-23,23.74,60.16,8.14,8.92,221.71,57.71,29.4,77.62,18.45,75.0,54.0,75.0,7.0,23.0,2.0,27.45,28.56,83.0
2025-07-24,25.89,63.45,9.09,10.71,246.29,60.67,29.65,76.75,14.42,80.0,55.0,80.0,7.0,24.0,3.0,23.74,27.45,75.0
2025-07-25,24.27,65.19,10.27,11.83,249.62,60.38,29.7,76.83,12.94,77.0,56.0,77.0,7.0,25.0,4.0,25.89,23.74,80.0
2025-07-26,26.39,72.4,9.46,11.4,233.21,64.0,29.69,75.58,15.15,81.0,60.0,81.0,7.0,26.0,5.0,24.27,25.89,77.0
2025-07-27,26.16,67.95,9.3,11.33,222.96,63.25,29.38,75.42,15.4,81.0,57.0,81.0,7.0,27.0,6.0,26.39,24.27,81.0
2025-07-28,22.39,68.55,7.97,9.74,218.33,61.0,29.35,75.0,17.33,73.0,58.0,73.0,7.0,28.0,0.0,26.16,26.39,81.0
2025-07-29,20.34,53.97,7.18,8.36,202.21,59.38,29.23,76.33,19.76,68.0,50.0,68.0,7.0,29.0,1.0,22.39,26.16,73.0
2025-07-30,24.49,65.79,8.39,9.84,222.75,59.17,28.89,79.25,17.29,77.0,56.0,77.0,7.0,30.0,2.0,20.34,22.39,68.0
2025-07-31,26.92,74.75,11.12,12.06,252.25,56.25,28.78,80.08,12.12,82.0,61.0,82.0,7.0,31.0,3.0,24.49,20.34,77.0
2025-08-01,23.21,59.18,11.01,11.12,244.04,52.96,28.39,79.92,14.18,74.0,53.0,74.0,8.0,1.0,4.0,26.92,24.49,82.0
2025-08-02,21.65,62.0,11.82,10.68,230.83,50.67,28.07,81.25,15.78,71.0,54.0,71.0,8.0,2.0,5.0,23.21,26.92,74.0
2025-08-03,20.68,60.43,9.7,10.93,233.46,57.5,28.29,80.21,14.25,69.0,54.0,69.0,8.0,3.0,6.0,21.65,23.21,71.0
2025-08-04,18.12,49.77,10.08,10.35,218.04,55.33,28.31,79.5,15.04,64.0,46.0,64.0,8.0,4.0,0.0,20.68,21.65,69.0
2025-08-05,19.23,47.27,9.68,9.23,223.38,53.04,28.02,80.0,16.88,66.0,44.0,66.0,8.0,5.0,1.0,18.12,20.68,64.0
2025-08-06,20.94,50.06,9.4,9.97,246.96,53.5,27.98,79.62,16.07,70.0,46.0,70.0,8.0,6.0,2.0,19.23,18.12,66.0
2025-08-07,21.57,50.68,10.82,11.08,251.0,52.71,28.03,80.38,15.02,71.0,47.0,71.0,8.0,7.0,3.0,20.94,19.23,70.0
2025-08-08,18.65,42.59,8.71,9.75,223.04,53.67,28.24,76.75,16.37,65.0,39.0,65.0,8.0,8.0,4.0,21.57,20.94,71.0
2025-08-09,17.29,39.28,8.82,10.09,212.12,50.25,28.18,78.33,15.94,62.0,36.0,62.0,8.0,9.0,5.0,18.65,21.57,65.0
2025-08-10,19.41,43.31,8.88,10.34,214.25,50.21,27.99,79.04,15.4,66.0,40.0,66.0,8.0,10.0,6.0,17.29,18.65,62.0
2025-08-11,19.39,46.84,8.91,9.24,223.33,45.71,27.68,80.0,17.18,66.0,43.0,66.0,8.0,11.0,0.0,19.41,17.29,66.0
2025-08-12,18.74,39.62,8.51,8.94,223.96,46.38,27.99,77.04,18.18,65.0,37.0,65.0,8.0,12.0,1.0,19.39,19.41,66.0
2025-08-13,21.43,46.59,11.17,11.81,265.42,47.79,28.06,80.58,13.03,71.0,43.0,71.0,8.0,13.0,2.0,18.74,19.39,65.0
2025-08-14,21.78,50.84,17.96,16.39,396.21,41.17,28.46,82.0,7.26,71.0,47.0,71.0,8.0,14.0,3.0,21.43,18.74,71.0
2025-08-15,27.4,69.17,20.95,20.9,471.88,53.25,29.33,77.25,6.14,83.0,58.0,83.0,8.0,15.0,4.0,21.78,21.43,71.0
2025-08-16,27.88,64.26,21.21,21.79,323.17,61.46,29.45,77.96,7.48,84.0,56.0,84.0,8.0,16.0,5.0,27.4,21.78,83.0
2025-08-17,23.04,46.9,17.59,18.48,329.42,62.25,30.01,75.88,8.6,74.0,43.0,74.0,8.0,17.0,6.0,27.88,27.4,84.0
2025-08-18,25.5,40.17,21.62,19.54,470.46,72.0,30.55,78.12,7.79,79.0,37.0,79.0,8.0,18.0,0.0,23.04,27.88,74.0
2025-08-19,28.01,45.57,26.82,18.35,416.62,64.29,28.66,85.96,7.1,84.0,42.0,84.0,8.0,19.0,1.0,25.5,23.04,79.0
2025-08-20,29.11,35.72,23.25,13.68,1137.58,86.92,28.68,87.46,6.33,87.0,33.0,87.0,8.0,20.0,2.0,28.01,25.5,84.0
2025-08-21,25.75,31.4,33.17,19.0,1403.33,54.12,28.1,89.83,4.71,80.0,29.0,80.0,8.0,21.0,3.0,29.11,28.01,87.0
2025-08-22,24.77,32.25,26.22,17.61,359.25,67.46,28.07,87.71,12.49,78.0,30.0,78.0,8.0,22.0,4.0,25.75,29.11,80.0
2025-08-23,25.26,50.77,10.4,9.51,254.25,57.96,28.22,85.12,17.28,79.0,47.0,79.0,8.0,23.0,5.0,24.77,25.75,78.0
2025-08-24,22.13,55.66,10.82,9.71,250.46,52.38,28.17,86.75,16.2,72.0,51.0,72.0,8.0,24.0,6.0,25.26,24.77,79.0
2025-08-25,22.37,65.05,13.98,12.88,297.46,47.71,28.18,86.92,12.4,73.0,56.0,73.0,8.0,25.0,0.0,22.13,25.26,72.0
2025-08-26,26.6,85.5,16.22,13.7,334.29,44.88,28.07,85.21,9.3,81.0,66.0,81.0,8.0,26.0,1.0,22.37,22.13,73.0
2025-08-27,27.65,73.58,15.63,13.43,306.42,48.88,28.03,85.0,10.77,84.0,60.0,84.0,8.0,27.0,2.0,26.6,22.37,81.0
2025-08-28,29.28,73.41,13.82,13.4,291.58,54.0,28.05,83.67,11.03,87.0,60.0,87.0,8.0,28.0,3.0,27.65,26.6,84.0
2025-08-29,33.4,90.25,14.94,13.86,324.38,55.58,27.8,84.67,10.86,96.0,68.0,96.0,8.0,29.0,4.0,29.28,27.65,87.0
2025-08-30,39.38,100.83,18.29,16.02,324.88,54.42,28.27,82.79,9.11,111.0,74.0,111.0,8.0,30.0,5.0,33.4,29.28,96.0
2025-08-31,28.8,78.93,13.92,13.07,252.04,53.04,28.29,80.21,13.12,86.0,63.0,86.0,8.0,31.0,6.0,39.38,33.4,111.0
2025-09-01,22.87,54.77,10.73,9.93,222.04,54.71,28.1,77.62,16.59,74.0,51.0,74.0,9.0,1.0,0.0,28.8,39.38,86.0
2025-09-02,25.94,54.75,12.41,11.56,253.79,55.08,28.08,77.46,13.02,80.0,51.0,80.0,9.0,2.0,1.0,22.87,28.8,74.0
2025-09-03,31.43,65.41,17.04,14.16,271.25,51.71,28.5,72.92,10.87,92.0,56.0,92.0,9.0,3.0,2.0,25.94,22.87,80.0
2025-09-04,26.9,63.97,15.2,14.52,254.71,54.79,28.18,76.92,10.84,82.0,55.0,82.0,9.0,4.0,3.0,31.43,25.94,92.0
2025-09-05,25.99,54.36,12.86,13.12,254.17,61.21,28.69,77.92,12.5,80.0,51.0,80.0,9.0,5.0,4.0,26.9,31.43,82.0
2025-09-06,27.07,54.92,13.07,11.93,229.33,56.33,28.62,78.58,13.59,82.0,51.0,82.0,9.0,6.0,5.0,25.99,26.9,80.0
2025-09-07,23.17,44.36,12.15,11.5,231.83,55.25,28.4,78.38,14.3,74.0,41.0,74.0,9.0,7.0,6.0,27.07,25.99,82.0
2025-09-08,25.78,50.06,18.34,13.17,315.79,46.46,27.22,84.96,12.6,80.0,46.0,80.0,9.0,8.0,0.0,23.17,27.07,74.0
2025-09-09,21.21,35.51,25.48,13.0,313.83,38.46,26.12,92.25,14.86,70.0,33.0,70.0,9.0,9.0,1.0,25.78,23.17,80.0
2025-09-10,18.32,35.38,21.6,11.86,381.79,34.88,26.37,88.38,13.98,64.0,33.0,64.0,9.0,10.0,2.0,21.21,25.78,70.0
2025-09-11,17.2,32.97,19.62,13.13,398.5,35.58,26.47,87.83,10.04,62.0,31.0,62.0,9.0,11.0,3.0,18.32,21.21,64.0
2025-09-12,14.37,26.41,16.41,12.27,330.42,36.17,27.19,83.83,11.04,56.0,24.0,56.0,9.0,12.0,4.0,17.2,18.32,62.0
2025-09-13,13.7,23.47,16.32,12.85,310.21,37.79,27.49,81.38,10.62,54.0,22.0,54.0,9.0,13.0,5.0,14.37,17.2,56.0
2025-09-14,12.5,21.54,12.08,10.93,248.25,41.88,27.6,81.29,13.63,52.0,20.0,52.0,9.0,14.0,6.0,13.7,14.37,54.0
2025-09-15,13.61,25.16,9.78,9.01,236.67,41.33,27.43,81.88,17.53,54.0,23.0,54.0,9.0,15.0,0.0,12.5,13.7,52.0
2025-09-16,16.93,36.78,11.98,9.68,264.5,39.58,27.71,83.21,15.33,61.0,34.0,61.0,9.0,16.0,1.0,13.61,12.5,54.0
2025-09-17,22.88,60.03,16.94,13.99,353.21,40.79,27.72,83.79,9.99,74.0,53.0,74.0,9.0,17.0,2.0,16.93,13.61,61.0
2025-09-18,27.02,77.6,19.72,14.39,344.58,44.42,27.45,86.25,9.65,82.0,62.0,82.0,9.0,18.0,3.0,22.88,16.93,74.0
2025-09-19,28.48,91.0,19.39,13.78,316.5,40.75,27.3,82.67,10.28,85.0,69.0,85.0,9.0,19.0,4.0,27.02,22.88,82.0
2025-09-20,26.5,77.69,20.0,13.17,301.79,36.5,27.36,81.17,11.24,81.0,62.0,81.0,9.0,20.0,5.0,28.48,27.02,85.0
2025-09-21,24.22,70.12,17.14,12.56,262.25,39.92,27.5,75.83,12.0,76.0,58.0,76.0,9.0,21.0,6.0,26.5,28.48,81.0
2025-09-22,20.03,48.96,12.82,11.24,239.96,47.5,27.73,75.0,13.62,68.0,45.0,68.0,9.0,22.0,0.0,24.22,26.5,76.0
2025-09-23,18.2,38.54,12.25,10.86,231.54,47.58,27.63,78.04,14.7,64.0,36.0,64.0,9.0,23.0,1.0,20.03,24.22,68.0
2025-09-24,21.94,50.92,14.51,11.3,271.08,42.62,27.54,80.12,13.9,72.0,47.0,72.0,9.0,24.0,2.0,18.2,20.03,64.0
2025-09-25,25.35,56.82,18.24,14.26,339.92,42.67,27.64,81.83,9.33,79.0,52.0,79.0,9.0,25.0,3.0,21.94,18.2,72.0
2025-09-26,29.85,58.49,23.87,17.53,404.62,48.17,27.95,77.08,7.78,88.0,53.0,88.0,9.0,26.0,4.0,25.35,21.94,79.0
2025-09-27,22.29,35.62,22.17,17.24,323.83,53.92,28.35,77.71,9.2,72.0,33.0,72.0,9.0,27.0,5.0,29.85,25.35,88.0
2025-09-28,24.85,43.01,17.69,14.64,271.33,59.96,28.9,80.83,11.51,78.0,40.0,78.0,9.0,28.0,6.0,22.29,29.85,72.0
2025-09-29,31.88,47.02,25.82,14.38,556.29,77.71,32.48,58.21,9.49,93.0,44.0,93.0,9.0,29.0,0.0,24.85,22.29,78.0
2025-09-30,30.16,42.39,33.39,14.6,855.75,66.0,30.45,70.08,7.45,89.0,39.0,89.0,9.0,30.0,1.0,31.88,24.85,93.0
2025-10-01,16.53,17.52,13.69,9.11,617.71,77.92,29.88,70.42,9.85,60.0,16.0,60.0,10.0,1.0,2.0,30.16,31.88,89.0
2025-10-02,11.97,15.15,11.68,8.16,573.46,67.71,30.2,66.42,11.07,50.0,14.0,50.0,10.0,2.0,3.0,16.53,30.16,60.0
2025-10-03,9.3,12.74,10.91,7.89,503.04,58.96,28.75,74.21,12.78,39.0,12.0,39.0,10.0,3.0,4.0,11.97,16.53,50.0
2025-10-04,13.58,19.79,16.22,10.88,505.67,45.25,27.97,81.12,11.6,54.0,18.0,54.0,10.0,4.0,5.0,9.3,11.97,39.0
2025-10-05,14.51,21.07,12.88,11.0,322.54,57.83,28.52,78.5,12.5,56.0,20.0,56.0,10.0,5.0,6.0,13.58,9.3,54.0
2025-10-06,33.58,119.35,9.35,8.85,276.5,78.62,28.88,68.12,19.17,96.0,83.0,96.0,10.0,6.0,0.0,14.51,13.58,56.0
2025-10-07,36.73,148.92,17.28,14.0,528.42,67.42,28.79,61.67,11.32,104.0,97.0,104.0,10.0,7.0,1.0,33.58,14.51,96.0
2025-10-08,41.6,119.36,33.19,22.32,613.42,56.62,27.56,68.0,6.45,116.0,83.0,116.0,10.0,8.0,2.0,36.73,33.58,104.0
2025-10-09,40.53,100.6,30.01,21.1,629.62,61.46,27.48,66.21,7.4,113.0,74.0,113.0,10.0,9.0,3.0,41.6,36.73,116.0
2025-10-10,38.86,81.7,27.38,19.22,582.5,68.38,27.43,64.54,7.78,109.0,64.0,109.0,10.0,10.0,4.0,40.53,41.6,113.0
